domesticated,diet,habitat,Kingdom,region,subtype,species
wild animal,omnivore,aquatic animal,fish,freshwater fish,zzz,minnow
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,pufferfish
wild animal,omnivore,aquatic animal,fish,saltwater fish,zzz,shark
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,stingray
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,wrasse
wild animal,carnivore,aquatic animal,fish,saltwater fish,zzz,moray eel
domesticated animal,carnivore,terrestrial animal,mammal,animal found worldwide,canine,pet dog
domesticated animal,carnivore,terrestrial animal,mammal,animal found in Eurasia,canine,pet dog
domesticated animal,carnivore,terrestrial animal,mammal,animal found in Africa,canine,pet dog
domesticated animal,carnivore,terrestrial animal,mammal,animal found in Oceania,canine,pet dog
domesticated animal,carnivore,terrestrial animal,mammal,animal found in the Americas,canine,pet dog
wild animal,carnivore,terrestrial animal,mammal,animal found in Africa,zzz,hyena
wild animal,carnivore,terrestrial animal,mammal,animal found in Eurasia,zzz,hyena
wild animal,omnivore,aquatic animal,invertebrate,animal found in the Americas,crustacean,shrimp
wild animal,omnivore,aquatic animal,invertebrate,animal found in Eurasia,crustacean,shrimp
wild animal,omnivore,aquatic animal,invertebrate,animal found in Africa,crustacean,shrimp
wild animal,omnivore,aquatic animal,invertebrate,animal found in Oceania,crustacean,shrimp
wild animal,omnivore,aquatic animal,invertebrate,animal found worldwide,crustacean,shrimp
wild animal,omnivore,aquatic animal,invertebrate,animal found in Eurasia,crustacean,lobster
wild animal,omnivore,aquatic animal,invertebrate,animal found in Africa,crustacean,lobster
wild animal,omnivore,aquatic animal,invertebrate,animal found in the Americas,crustacean,lobster
wild animal,omnivore,aquatic animal,invertebrate,animal found in Oceania,crustacean,lobster
wild animal,omnivore,aquatic animal,invertebrate,animal found worldwide,crustacean,lobster
wild animal,omnivore,aquatic animal,invertebrate,animal found in Africa,crustacean,crab
wild animal,omnivore,aquatic animal,invertebrate,animal found in Eurasia,crustacean,crab
wild animal,omnivore,aquatic animal,invertebrate,animal found in Oceania,crustacean,crab
wild animal,omnivore,aquatic animal,invertebrate,animal found in the Americas,crustacean,crab
wild animal,omnivore,aquatic animal,invertebrate,animal found worldwide,crustacean,crab
wild animal,carnivore,aquatic animal,invertebrate,animal found in Eurasia,zzz,octopus
wild animal,carnivore,aquatic animal,invertebrate,animal found in Africa,zzz,octopus
wild animal,carnivore,aquatic animal,invertebrate,animal found in the Americas,zzz,octopus
wild animal,carnivore,aquatic animal,invertebrate,animal found in Oceania,zzz,octopus
wild animal,carnivore,aquatic animal,invertebrate,animal found worldwide,zzz,octopus
wild animal,carnivore,terrestrial animal,invertebrate,animal found in the Americas,zzz,spider
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Eurasia,zzz,spider
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Africa,zzz,spider
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Oceania,zzz,spider
wild animal,carnivore,terrestrial animal,invertebrate,animal found worldwide,zzz,spider
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Eurasia,zzz,scorpion
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Africa,zzz,scorpion
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Oceania,zzz,scorpion
wild animal,carnivore,terrestrial animal,invertebrate,animal found in the Americas,zzz,scorpion
wild animal,carnivore,terrestrial animal,invertebrate,animal found worldwide,zzz,scorpion
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,moth
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Africa,insect,moth
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Oceania,insect,moth
wild animal,herbivore,terrestrial animal,invertebrate,animal found in the Americas,insect,moth
wild animal,herbivore,terrestrial animal,invertebrate,found worldwide,insect,moth
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,bee
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Africa,insect,bee
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Oceania,insect,bee
wild animal,herbivore,terrestrial animal,invertebrate,animal found in the Americas,insect,bee
wild animal,herbivore,terrestrial animal,invertebrate,found worldwide,insect,bee
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,butterfly
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Africa,insect,butterfly
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Oceania,insect,butterfly
wild animal,herbivore,terrestrial animal,invertebrate,animal found in the Americas,insect,butterfly
wild animal,herbivore,terrestrial animal,invertebrate,found worldwide,insect,butterfly
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,mosquito
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Africa,insect,mosquito
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Oceania,insect,mosquito
wild animal,carnivore,terrestrial animal,invertebrate,animal found in the Americas,insect,mosquito
wild animal,carnivore,terrestrial animal,invertebrate,found worldwide,insect,mosquito
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,cricket
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Africa,insect,cricket
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Oceania,insect,cricket
wild animal,herbivore,terrestrial animal,invertebrate,animal found in the Americas,insect,cricket
wild animal,herbivore,terrestrial animal,invertebrate,found worldwide,insect,cricket
wild animal,omnivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,cricket
wild animal,omnivore,terrestrial animal,invertebrate,animal found in Africa,insect,cricket
wild animal,omnivore,terrestrial animal,invertebrate,animal found in Oceania,insect,cricket
wild animal,omnivore,terrestrial animal,invertebrate,animal found in the Americas,insect,cricket
wild animal,omnivore,terrestrial animal,invertebrate,found worldwide,insect,cricket
wild animal,omnivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,cockroach
wild animal,omnivore,terrestrial animal,invertebrate,animal found in Africa,insect,cockroach
wild animal,omnivore,terrestrial animal,invertebrate,animal found in Oceania,insect,cockroach
wild animal,omnivore,terrestrial animal,invertebrate,animal found in the Americas,insect,cockroach
wild animal,omnivore,terrestrial animal,invertebrate,found worldwide,insect,cockroach
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,ant
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Africa,insect,ant
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Oceania,insect,ant
wild animal,herbivore,terrestrial animal,invertebrate,animal found in the Americas,insect,ant
wild animal,herbivore,terrestrial animal,invertebrate,found worldwide,insect,ant
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,termite
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Africa,insect,termite
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Oceania,insect,termite
wild animal,herbivore,terrestrial animal,invertebrate,animal found in the Americas,insect,termite
wild animal,herbivore,terrestrial animal,invertebrate,found worldwide,insect,termite
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,wasp
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Africa,insect,wasp
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Oceania,insect,wasp
wild animal,carnivore,terrestrial animal,invertebrate,animal found in the Americas,insect,wasp
wild animal,carnivore,terrestrial animal,invertebrate,found worldwide,insect,wasp
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,beetle
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Africa,insect,beetle
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Oceania,insect,beetle
wild animal,herbivore,terrestrial animal,invertebrate,animal found in the Americas,insect,beetle
wild animal,herbivore,terrestrial animal,invertebrate,found worldwide,insect,beetle
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,centipede
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Africa,insect,centipede
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Oceania,insect,centipede
wild animal,carnivore,terrestrial animal,invertebrate,animal found in the Americas,insect,centipede
wild animal,carnivore,terrestrial animal,invertebrate,found worldwide,insect,centipede
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,flea
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Africa,insect,flea
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Oceania,insect,flea
wild animal,carnivore,terrestrial animal,invertebrate,animal found in the Americas,insect,flea
wild animal,carnivore,terrestrial animal,invertebrate,found worldwide,insect,flea
wild animal,omnivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,fly
wild animal,omnivore,terrestrial animal,invertebrate,animal found in Africa,insect,fly
wild animal,omnivore,terrestrial animal,invertebrate,animal found in Oceania,insect,fly
wild animal,omnivore,terrestrial animal,invertebrate,animal found in the Americas,insect,fly
wild animal,omnivore,terrestrial animal,invertebrate,found worldwide,insect,fly
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,tick
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Africa,insect,tick
wild animal,carnivore,terrestrial animal,invertebrate,animal found in Oceania,insect,tick
wild animal,carnivore,terrestrial animal,invertebrate,animal found in the Americas,insect,tick
wild animal,carnivore,terrestrial animal,invertebrate,found worldwide,insect,tick
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,caterpillar
wild animal,herbivore,terrestrial animal,invertebrate,animal found in the Americas,insect,caterpillar
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Africa,insect,caterpillar
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Oceania,insect,caterpillar
wild animal,herbivore,terrestrial animal,invertebrate,animal found worldwide,insect,caterpillar
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Africa,insect,grasshopper
wild animal,herbivore,terrestrial animal,invertebrate,animal found in the Americas,insect,grasshopper
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Oceania,insect,grasshopper
wild animal,herbivore,terrestrial animal,invertebrate,animal found in Eurasia,insect,grasshopper
wild animal,herbivore,terrestrial animal,invertebrate,animal found worldwide,insect,grasshopper
